,SIGHTING_ID,OCCURRED_DATE,CITY,STATE,COUNTRY,SHAPE,SUMMARY,YEAR,CITYSTATE
2194,2195,2023-08-29,Polson,MT,USA,Star,Saw a super bright star and thought it might be moving. So I grabbed my cellphone and started recording. Then it really started moving.,2023.0,"Polson, MT"
2197,2198,2023-08-29,North Haven,CT,USA,Circle,"Craft outside above apartments every night for about 3.5 weeks. Craft dropped down and something started to come out of it,I ran inside",2023.0,"North Haven, CT"
2198,2199,2023-08-29,Avenal,CA,USA,Oval,Ballon type object floating in the same space,2023.0,"Avenal, CA"
2203,2204,2023-08-29,east meadow,NY,USA,Rectangle,"Object low flying N/W to S/E from Eisenhower Park, passed overhead",2023.0,"east meadow, NY"
2206,2207,2023-08-29,Staten Island,NY,USA,Other,Unknown,2023.0,"Staten Island, NY"
2208,2209,2023-08-29,West Branch,MI,USA,Rectangle,"Craft was small as a star, it was a dot that flashed, then it kept getting bigger, rectangular & looked like thrusters slowing it down",2023.0,"West Branch, MI"
2210,2211,2023-08-28,Ponderosa,CA,USA,Circle,Hovering white disk with hole in the middle hovering for hours then flying north out of sight at noon.Then it returns at 3PM still here,2023.0,"Ponderosa, CA"
2213,2214,2023-08-28,New York City,NY,USA,Orb,Flyin white orb with blue trail very bright,2023.0,"New York City, NY"
2214,2215,2023-08-28,Vista,CA,USA,Orb,15+ Multiple orbs of light observed flying in different directions,2023.0,"Vista, CA"
2216,2217,2023-08-28,Vallejo,CA,USA,Changing,"Two objects crest of the mountain range north east of Highway 37 objects were changing shapes, rapid, movement, and Landed.",2023.0,"Vallejo, CA"
2219,2220,2023-08-28,Licking,MO,USA,Changing,Lights in my backyard every night,2023.0,"Licking, MO"
2222,2223,2023-08-28,Mt Pleasant,NC,USA,Disk,3 Disc shaped craft moving 10 times the speed of the plane i was watching already,2023.0,"Mt Pleasant, NC"
2227,2228,2023-08-27,Pine,CO,USA,Diamond,Extremely bring light that lasted for about 10 seconds in the sky then it sped off,2023.0,"Pine, CO"
2231,2232,2023-08-27,Byesville,OH,USA,Oval,Ship went over house low have picture of entire ship,2023.0,"Byesville, OH"
2232,2233,2023-08-27,Wilmington,MA,USA,Unknown,Lit object with 2 headlights flying overhead out of control,2023.0,"Wilmington, MA"
2233,2234,2023-08-27,Stevens Point,WI,USA,Changing,An aluminum colored object that I first thought was a weather balloon but after reviewing the footage wondered otherwise.,2023.0,"Stevens Point, WI"
2234,2235,2023-08-27,Jensen Beach,FL,USA,Formation,15 - 20 lights in line vanishing one by one into small cloud,2023.0,"Jensen Beach, FL"
2236,2237,2023-08-27,Cambria,CA,USA,Other,White light with solid red cap and green triangle sat in the night sky for a couple of minutes and them swiftly moved across the sky.,2023.0,"Cambria, CA"
2238,2239,2023-08-26,Grand Canyon National Park,AZ,USA,Light,Fuzzy light moving across sky in twilight,2023.0,"Grand Canyon National Park, AZ"
2239,2240,2023-08-26,Loving,NM,USA,Light,Walked outside saw a very bright light. It was moving across the sky from right to left and disappeared as it approached the moon.,2023.0,"Loving, NM"
2240,2241,2023-08-26,Wildwood,NJ,USA,Circle,While riding on the Tram Car near the Convention Center I was taking pictures of,2023.0,"Wildwood, NJ"
2241,2242,2023-08-26,Albertville,AL,USA,Fireball,I thought it was a bright orange star,2023.0,"Albertville, AL"
2242,2243,2023-08-26,Parkton,MD,USA,Circle,I was driving through Mt Carmel Rd in Parkton and saw a unidentified object.,2023.0,"Parkton, MD"
2243,2244,2023-08-26,Waterville,ME,USA,Circle,glowing and moved up but not side to side - thought it may be a hot air balloon but didnt look like one and was too high and night time,2023.0,"Waterville, ME"
2244,2245,2023-08-26,Dickinson,TX,USA,Changing,"Cone shaped object with a white light in middle with red,blue white and possibly green lights.Then 2 big bright disks with smoke trails",2023.0,"Dickinson, TX"
2246,2247,2023-08-26,Sanger,TX,USA,Rectangle,Rectangle object traveling slow (20-30 mph) northeast approximately 200 feet in air with no sound.,2023.0,"Sanger, TX"
2247,2248,2023-08-26,Chester,CA,USA,Triangle,Big extremely faint (like the reflection of the sun off of something stealth black in the night sky) traveling at high rate of speed.,2023.0,"Chester, CA"
2248,2249,2023-08-26,McDermott,WA,USA,Orb,2 orbs starting filling me quickly gaining velocity then vanished,2023.0,"McDermott, WA"
2252,2253,2023-08-26,White Sands National Monument,NM,USA,Sphere,Bright slow moving craft w/no blinking lights and sound flying in restricted air space.,2023.0,"White Sands National Monument, NM"
2253,2254,2023-08-26,Reno,NV,USA,Changing,"A V shape of 5 white orbs going south west, changed from a white triangle to a white diamond shape before disappearing",2023.0,"Reno, NV"
2254,2255,2023-08-26,Clermont/Montverde,FL,USA,Changing,Large golden glowing diamond like shape that changed to a cylinder’ then a dot then disappeared.,2023.0,"Clermont/Montverde, FL"
2256,2257,2023-08-26,Orlando Metro area,FL,USA,Unknown,Object came up from swamp area and went into the sky.,2023.0,"Orlando Metro area, FL"
2259,2260,2023-08-26,Briarcliff,TX,USA,Orb,"Aura emitting orb traveling South across the sky; exactly the same thing as seen in Haslet, TX sighting on 7/23/2023",2023.0,"Briarcliff, TX"
2260,2261,2023-08-26,Saint Hedwig,TX,USA,Circle,Blue light going slow and had a smoke eject from the front before it left,2023.0,"Saint Hedwig, TX"
2262,2263,2023-08-26,Claude,TX,USA,Oval,Oval like object that flew across almost like a hover then disappears,2023.0,"Claude, TX"
2264,2265,2023-08-26,Highlands,TX,USA,Orb,Saw an orb flying pointed out by my sister in law. Joked around saying it was a UFO and that it will fade. It faded…,2023.0,"Highlands, TX"
2265,2266,2023-08-26,Dayton,OH,USA,Orb,These orbs flew perfectly straight and towards a radio tower. Once to the tower they disappear to naked eye but remain visible on camer,2023.0,"Dayton, OH"
2266,2267,2023-08-25,Pearce,AZ,USA,Light,Orangish yellow bright light in the sky the. Two aircrafts circling to find it I believe then about an hour later 3,2023.0,"Pearce, AZ"
2267,2268,2023-08-25,Oregon,IL,USA,Orb,"Girlfriend and I were star watching and orbs would appear and brighten them dim, then they zig zag. Then a drone type silent crafts",2023.0,"Oregon, IL"
2268,2269,2023-08-25,Gray,TN,USA,Orb,"Saw fast-moving, pulsing white-pink light over airport and Air Force base. Erratic speed & direction, vanished behind distant hill. Bot",2023.0,"Gray, TN"
2274,2275,2023-08-24,Alachua,FL,USA,Cylinder,White tic tac looking object in sky,2023.0,"Alachua, FL"
2275,2276,2023-08-24,Cheviot,OH,USA,Light,Red pinkish glow vanished,2023.0,"Cheviot, OH"
2277,2278,2023-08-24,Union City,GA,USA,Circle,"The object hovered about 45 minutes around Atlanta Airport. It turned three colors solid red, solid green and solid white.",2023.0,"Union City, GA"
2279,2280,2023-08-23,Monrovia,CA,USA,Light,My cousin and I see it everytime we go west on the 210 freeway staring in Irwindale. We can see the flashing light change colors,2023.0,"Monrovia, CA"
2280,2281,2023-08-23,Eugene,OR,USA,Flash,Bright light with shooting star sped to a dead stop hovering strobe.,2023.0,"Eugene, OR"
2281,2282,2023-08-23,Lacomb,OR,USA,Orb,Green light in the sky,2023.0,"Lacomb, OR"
2283,2284,2023-08-23,Maitland,FL,USA,Changing,"Second morning this week, flashing different colored lights, same location",2023.0,"Maitland, FL"
2287,2288,2023-08-23,Auburn (looking SW),ME,USA,Orb,"Orb hovering above the moon, slow descent straight down, hovered, then disappeared",2023.0,"Auburn (looking SW), ME"
2288,2289,2023-08-23,Huntington,TX,USA,Disk,Every nite there is anywhere from 6 to 10 objects scattered around . They will sit in one spot then fly to another they are very bright,2023.0,"Huntington, TX"
2289,2290,2023-08-23,Rochelle,IL,USA,Triangle,Saw craft overhead red lights changing from 2 to 3 triangles together,2023.0,"Rochelle, IL"
2290,2291,2023-08-23,Delaware City,DE,USA,Circle,Bright objects that caught my attention since I had never seen planes like this before.,2023.0,"Delaware City, DE"
2291,2292,2023-08-23,Cochise,AZ,USA,Disk,Slowly rotating disc-shaped object witnessed hovering at Apache Power Station 8/23/23 @ approx. 9:15 PM.,2023.0,"Cochise, AZ"
2292,2293,2023-08-23,Orient,OH,USA,Orb,"Red/orange in color, silent, non blinking, linear path with no change in color or size.",2023.0,"Orient, OH"
2301,2302,2023-08-22,Rockwall,TX,USA,Orb,Appears to be military HAARP antenna being towed by unknown vehicle. Seen them several times-flies like a dragon kite.,2023.0,"Rockwall, TX"
2302,2303,2023-08-21,Thomaston,GA,USA,Circle,I was walking my son to the bus stop for school .. and he said look momma .. dat star is moving .. so I looked up .. and I automaticall,2023.0,"Thomaston, GA"
2303,2304,2023-08-21,Warsaw,MO,USA,Orb,UAP caught on game camera IR mode,2023.0,"Warsaw, MO"
2306,2307,2023-08-21,Queen Valley,AZ,USA,Oval,At sunset hovering slowly just below the clouds,2023.0,"Queen Valley, AZ"
2307,2308,2023-08-21,Mineral Bluff,GA,USA,Orb,Saw a bright steady moving light.,2023.0,"Mineral Bluff, GA"
2308,2309,2023-08-21,Rancho Palos Verdes,CA,USA,Unknown,Saw an object heading SW with three blinking lights.,2023.0,"Rancho Palos Verdes, CA"
2312,2313,2023-08-20,Cordova,SC,USA,Light,Went outside and there was a ball of light with a disturbance surrounding it hovering and flying then it disappeared. Came back blinkin,2023.0,"Cordova, SC"
2314,2315,2023-08-20,Erlanger,KY,USA,Orb,High Flying orb,2023.0,"Erlanger, KY"
2317,2318,2023-08-20,Conklin,NY,USA,Light,Seen a light in the sky out of the corner of my eye looked up and seen a streak take off fast as hell,2023.0,"Conklin, NY"
2318,2319,2023-08-19,Centerpoint,AL,USA,Light,"Blue beam of light, green and blue flashing orbs descending down the light beam.",2023.0,"Centerpoint, AL"
2319,2320,2023-08-19,Silver Springs,FL,USA,Oval,Still shot of incoming rain caught something else,2023.0,"Silver Springs, FL"
2322,2323,2023-08-19,Leland,MI,USA,Cigar,It was there and momentarily and faded away,2023.0,"Leland, MI"
2329,2330,2023-08-18,Colville,WA,USA,Disk,Observed a craft North of Colville over the mountain with the “C”,2023.0,"Colville, WA"
2330,2331,2023-08-18,Coxs Creek,KY,USA,Circle,Atleast 10 orange lights hovering in sequence with different sounds,2023.0,"Coxs Creek, KY"
2331,2332,2023-08-18,Essex,MA,USA,Formation,"Multiple crafts zipping hiding behind stars triangle patterns fast beams power outage for 7,000 homes",2023.0,"Essex, MA"
2332,2333,2023-08-18,West Lake Hills,TX,USA,Cylinder,"A yellow glowing cylinder with a dome on top, and ring of light around it. About the size of an ottoman.",2023.0,"West Lake Hills, TX"
2335,2336,2023-08-18,"Lakeway, TX",TX,USA,Light,Walked outside noticed the lights immediately. vertical straight pattern from 5000 to15000ft. They vanished one by one.,2023.0,"Lakeway, TX, TX"
2337,2338,2023-08-18,Stevensville,MD,USA,Oval,Didn’t See it till Blew up picture.,2023.0,"Stevensville, MD"
2339,2340,2023-08-18,Waterbury,CT,USA,Triangle,"The objects had a dark center, they were orange, they were in groups of two and three but some were singular in traveling",2023.0,"Waterbury, CT"
2343,2344,2023-08-17,Mc Minnville,TN,USA,Disk,I have no idea what I really saw it is unexplained.,2023.0,"Mc Minnville, TN"
2345,2346,2023-08-17,Rogers,MN,USA,Rectangle,"Low flying, black cloud with a parallelogram inside.",2023.0,"Rogers, MN"
2348,2349,2023-08-17,Guntersiville,AL,USA,Other,"Object was bright white, flying horizontally moving faster than any aircraft I seen, (I was a Navy pilot)",2023.0,"Guntersiville, AL"
2351,2352,2023-08-17,Spearfish,SD,USA,Cigar,Watching sunset on computer shortly after cigar shape appears,2023.0,"Spearfish, SD"
2352,2353,2023-08-17,Council Bluffs,IA,USA,Triangle,Triangular craft with 7 lights under it mimicking an air plane,2023.0,"Council Bluffs, IA"
2354,2355,2023-08-17,Lyerly,GA,USA,Orb,"Bright, large, hovering, and fast take off",2023.0,"Lyerly, GA"
2358,2359,2023-08-17,Strasburg,CO,USA,Other,It was a clear dark night. I’m on the back patio getting ready to go to bed when I’m looking east about 40 degrees up and this ..,2023.0,"Strasburg, CO"
2359,2360,2023-08-17,Emmett,AR,USA,Light,At first looked as if a cell tower was falling but realized they we all hovering in formation shined light at them formed,2023.0,"Emmett, AR"
2362,2363,2023-08-16,Rancho Cucamonga,CA,USA,Sphere,Went outside looked up and it was directly in front high in the sky shimmering,2023.0,"Rancho Cucamonga, CA"
2363,2364,2023-08-16,Eldorado,AR,USA,Changing,I thought that a airplane wing had fell off,2023.0,"Eldorado, AR"
2366,2367,2023-08-16,State College,PA,USA,Circle,"I noticed a very bright light so grabbed my phone just to make it bigger to see it better, made video, object moved like a jelly fish",2023.0,"State College, PA"
2367,2368,2023-08-16,Larue,-,USA,Triangle,Triangle objects,2023.0,"Larue, -"
2368,2369,2023-08-16,Barnegat,NJ,USA,Formation,See video,2023.0,"Barnegat, NJ"
2369,2370,2023-08-16,Sioux city,IA,USA,Sphere,Seen a jet go straight up until it reached a certain altitude then headed west and went over us then a sphere shaped aircraft appeared,2023.0,"Sioux city, IA"
2370,2371,2023-08-16,Jasper,AL,USA,Cigar,"Only saw the craft for maybe two seconds, and then, as soon as I saw it almost instantly disappeared, but I was able to get full detail",2023.0,"Jasper, AL"
2371,2372,2023-08-16,Redlands,CA,USA,Light,20+ lights that seemed to weave in a line in the sky. NOT LIKE STARLINK SATS. The lights were slaloming and then scattered and vanished,2023.0,"Redlands, CA"
2372,2373,2023-08-16,Valley Center,CA,USA,Light,25-30 cluster of lights,2023.0,"Valley Center, CA"
2374,2375,2023-08-16,Hendrix,OK,USA,Cylinder,"Witnessed a string of bright white cylinder lights very starlet an appearance, moving in a linear line very straight line from west t",2023.0,"Hendrix, OK"
2376,2377,2023-08-16,Sallisaw,OK,USA,Light,Came outside to a exstrenly fast moving series of 15 lights at 930pm Oklahoma time and did check spacex for launch time this was not,2023.0,"Sallisaw, OK"
2377,2378,2023-08-16,Fairhope,AL,USA,Star,Looked into the sky over the bay and these lights were appearing and moving west to east.,2023.0,"Fairhope, AL"
2379,2380,2023-08-16,Robertsdale,AL,USA,Formation,It was like a hopscotch drawing but with lights at the center.,2023.0,"Robertsdale, AL"
2380,2381,2023-08-16,Erwinna,PA,USA,Orb,"Two orbs, one red another blue approx. 250 ft. just above tree tops.",2023.0,"Erwinna, PA"
2381,2382,2023-08-16,Fort Benton,MT,USA,Light,"Two persons observed a light high on the southern horizon, at a distance of 2-3 miles moving in erratic geometric patterns",2023.0,"Fort Benton, MT"
2382,2383,2023-08-15,Vega,TX,USA,Orb,We saw a green and blue orb falling from the sky pulsating light no sound no smoke bright as a star that fell behind the tree line,2023.0,"Vega, TX"
2383,2384,2023-08-15,West Point,NE,USA,Triangle,It was a triangle with greenish gray lights in every corner this craft was flipping like crazy,2023.0,"West Point, NE"
2384,2385,2023-08-15,Saint George,UT,USA,Oval,"Large craft, roughly the size of an SUV. No wings or propellers.",2023.0,"Saint George, UT"
2385,2386,2023-08-15,Millersburg,MI,USA,Cylinder,Bright White TicTac Shaped Object,2023.0,"Millersburg, MI"
2388,2389,2023-08-15,Elkhorn,NE,USA,Circle,Spotted large white weather balloon at airplane height,2023.0,"Elkhorn, NE"
2390,2391,2023-08-15,Kyle,TX,USA,Fireball,We were driving on the street while suddenly my sister says “what’s that” we looked over and spotted what we show on the images above,2023.0,"Kyle, TX"
2391,2392,2023-08-15,Forks,WA,USA,Unknown,Very fast sphere with 2 wings appeared and disappeared in a split second,2023.0,"Forks, WA"
2392,2393,2023-08-14,Bothell,WA,USA,Orb,"Flash (meteor?) followed a “star” move quickly from left to right, in upside down arch.",2023.0,"Bothell, WA"
2393,2394,2023-08-14,Taos Canyon,NM,USA,Other,"An object in the shape of a vertical dorsal fin about 60' top to bottom, very fast with an extremely bright blue flame out the back.",2023.0,"Taos Canyon, NM"
2395,2396,2023-08-14,Gilroy,CA,USA,Oval,Hovering low altitude and moving slow,2023.0,"Gilroy, CA"
2396,2397,2023-08-13,Chewelah,WA,USA,Orb,Ball of white light turning reddish amber.,2023.0,"Chewelah, WA"
2397,2398,2023-08-13,Ocotillo Wells,CA,USA,Light,Lights appearing and moving very fast,2023.0,"Ocotillo Wells, CA"
2398,2399,2023-08-13,Glenwood,NM,USA,Orb,6 or more flying craft moving extremely fast and capable of changing direction quickly. Emitted weird light.,2023.0,"Glenwood, NM"
2399,2400,2023-08-13,Chehalis,WA,USA,Triangle,Saw two separate sightings about 30 mins between. The first was two discs and the second was a triangular shape.,2023.0,"Chehalis, WA"
2401,2402,2023-08-13,Jamaica,NY,USA,Unknown,Today there was a thunderstorm and the sky kept flickering so I started recording and I saw a craft moving really fast,2023.0,"Jamaica, NY"
2402,2403,2023-08-13,Frontenac State Park near Lake City,MN,USA,Fireball,Extremely bright blue light traveling slightly upwards before disappearing and leaving a trail in the sky.,2023.0,"Frontenac State Park near Lake City, MN"
2404,2405,2023-08-13,Anchorage,AK,USA,Orb,I noticed an orb flying erratically on a security cam and watched it abruptly change course twice before flying off camera,2023.0,"Anchorage, AK"
2405,2406,2023-08-13,McMinnville,OR,USA,Sphere,Star like sphere moving and emitting flashes around it that kind of made it appear to sparkle.,2023.0,"McMinnville, OR"
2406,2407,2023-08-13,Kenner,LA,USA,Sphere,Singular object similar to star moved from one end of sky to other in 15 seconds or less.,2023.0,"Kenner, LA"
2407,2408,2023-08-13,Carbondale,CO,USA,Formation,Lights In an Arrow-like Shape,2023.0,"Carbondale, CO"
2408,2409,2023-08-13,Springville,UT,USA,Triangle,Viewed stealth craft in night sky,2023.0,"Springville, UT"
2410,2411,2023-08-13,Olympia,WA,USA,Egg,Saw a solid white light orb silently fly by then a black egg with a pulsing orange light came flying toward me,2023.0,"Olympia, WA"
2412,2413,2023-08-12,Virginia Beach/cheasapeake,VA,USA,Cigar,"We were fishing I was repositioning the boat looked up saw a craft(tic tack) moving through the clouds , I saw no wings",2023.0,"Virginia Beach/cheasapeake, VA"
2416,2417,2023-08-12,Heber,UT,USA,Changing,"I saw reflective object in the north sky that seemed to stay in a fixed position, silverish gray, odd shape.",2023.0,"Heber, UT"
2417,2418,2023-08-12,Pavo,FL,USA,Orb,"Silent orb that was orange and turned white, demonstrated start/stop, hovering, rotating, and lateral and vertical movements.",2023.0,"Pavo, FL"
2418,2419,2023-08-12,Lucerne Valley,CA,USA,Other,"Ocean, Unknown creatures, elongated bodies, some were bright blue others were black. Huge pod/egg hatched? Or 400 foot dead isopod?",2023.0,"Lucerne Valley, CA"
2419,2420,2023-08-12,Enigma,GA,USA,Orb,Strangely moving lights,2023.0,"Enigma, GA"
2423,2424,2023-08-12,Grand Chain,IL,USA,Orb,I have seen these every night since April 4th 100s every night until now.,2023.0,"Grand Chain, IL"
2424,2425,2023-08-12,Delaware,OH,USA,Light,Multiple traveling lights/objects,2023.0,"Delaware, OH"
2425,2426,2023-08-12,Hunstville,MO,USA,Orb,While taking the dogs outside me and my husband looked up to look at the stars and watch the metorite shower.,2023.0,"Hunstville, MO"
2428,2429,2023-08-12,Elgin,IL,USA,Star,"I've seen this phenomena multiple times over the past few weeks, hovering and sometimes making quick movements in the sky.",2023.0,"Elgin, IL"
2430,2431,2023-08-12,Assateague Island,PA,USA,Circle,"Not perfectly straight line, but a semi straight line, of light glowing objects. Came from a star, then disappeared behind another one.",2023.0,"Assateague Island, PA"
2431,2432,2023-08-12,Los Banos,CA,USA,Triangle,We were driving on Highway 152 near Los Banos at approximately 10 pm and saw a large triangular object that had 4 large lights.,2023.0,"Los Banos, CA"
2432,2433,2023-08-12,Manzanita,OR,USA,Light,"White light moving up, down, sideways then disappeared.",2023.0,"Manzanita, OR"
2433,2434,2023-08-12,Big Island,VA,USA,Unknown,Gigantic green holographic object appeared to travel towards is in the sky before slowly changing course and disappearing,2023.0,"Big Island, VA"
2434,2435,2023-08-12,Franklin County (northeast),WA,USA,Oval,"Bright light initial mistaken for headlights one evening just off horizon, 3 separate nights of orange circle in sky following",2023.0,"Franklin County (northeast), WA"
2438,2439,2023-08-12,Beavercreek,OR,USA,Flash,Green flash amongst the stars,2023.0,"Beavercreek, OR"
2439,2440,2023-08-12,Shorewood,IL,USA,Light,"While hoping to see meteors, I observed a light at a high altitude making odd maneuvers.",2023.0,"Shorewood, IL"
2440,2441,2023-08-11,Glastonbury,CT,USA,Cylinder,Looked like a falcon 9 cylinder very reflective spinning not really falling moving across sky west to east,2023.0,"Glastonbury, CT"
2441,2442,2023-08-11,Union Grove,NC,USA,Light,"Driving I-77 north for 2 nights, saw two lights like satellites but they moved around each other and stayed in one area.",2023.0,"Union Grove, NC"
2442,2443,2023-08-11,Marshall,VA,USA,Light,"6-7 yellow lights, all in a perfect row, static and unmoving",2023.0,"Marshall, VA"
2444,2445,2023-08-11,NW Austin,TX,USA,Cylinder,"On AA Flt 4244 ATX-ABQ, saw cylindrical object flying past my plane same level going opposite direction fast! No tail fin, wings.",2023.0,"NW Austin, TX"
2447,2448,2023-08-11,Newburgh,IN,USA,Cylinder,6 fire glowing objects traveling close together,2023.0,"Newburgh, IN"
2448,2449,2023-08-11,Calhoun,LA,USA,Orb,I watched these things for 3 days first in the morning then at night around 9.,2023.0,"Calhoun, LA"
2453,2454,2023-08-11,Powder Springs,GA,USA,Circle,Silver cylindrical object with sequential orange lights.,2023.0,"Powder Springs, GA"
2454,2455,2023-08-11,Olney,IL,USA,Unknown,Big bright blue/white glow immediately accelerated to impossible speed and beamed south,2023.0,"Olney, IL"
2455,2456,2023-08-11,Deadwood,SD,USA,Oval,Low flying string of white lights 12000 to 15000 feet heading west to east. Witnessed for 10-12 seconds then faded and disappeared,2023.0,"Deadwood, SD"
2457,2458,2023-08-11,Crescent City,CA,USA,Other,"2 people witness consistent lights lighten up in the Big Dipper, travel a short distance then fade out.",2023.0,"Crescent City, CA"
2458,2459,2023-08-11,The Dalles,OR,USA,Oval,Faint light colored oval,2023.0,"The Dalles, OR"
2459,2460,2023-08-11,Ellettsville,IN,USA,Formation,"10-14 lights moving East - South East, at maybe 5000-10000ft elevation. Was NOT Starlink. White, with a bit of green coloration.",2023.0,"Ellettsville, IN"
2462,2463,2023-08-11,White Pigeon,MI,USA,Circle,"8 lights flying in a line, west to east, altitude unknown, but appears atleast several thousand feet",2023.0,"White Pigeon, MI"
2463,2464,2023-08-11,Fayette,NY,USA,Fireball,Red fireball moving low in sky,2023.0,"Fayette, NY"
2464,2465,2023-08-11,Morrison,IL,USA,Light,2 ufos. One flashing light followed by what appeared to be a cylinder with a straight line of lights sort of hovering,2023.0,"Morrison, IL"
2467,2468,2023-08-10,Hanksville,UT,USA,Other,We were driving up thru Aurora UT on State Route 24 when I noticed a round orange ball of light bouncing above the tops of the trees.,2023.0,"Hanksville, UT"
2468,2469,2023-08-10,Kansas Coty,MO,USA,Fireball,Enterered atmosphere broke into several fireballs. Looked to go to ground.,2023.0,"Kansas Coty, MO"
2470,2471,2023-08-10,Sevierville,TN,USA,Cylinder,Seen an object flying overhead with no noise!,2023.0,"Sevierville, TN"
2471,2472,2023-08-10,Sweet Home,OR,USA,Egg,"Object traveling at speed faster than conventional aircraft, white in color, brief metallic color noticed.",2023.0,"Sweet Home, OR"
2472,2473,2023-08-10,Hornell,NY,USA,Circle,"3 orange circular moving slow moved low over Hornell, and began pulsing. Then began going up, changed color and shape into white, flat",2023.0,"Hornell, NY"
2473,2474,2023-08-10,Caro,MI,USA,Fireball,I took my dogs outside at about 11:10 pm. I was observing the stars and a couple of satellites where a bright meteor streaked overhead,2023.0,"Caro, MI"
2474,2475,2023-08-10,Mitchell,SD,USA,Light,3 lights in sky at different intervals,2023.0,"Mitchell, SD"
2475,2476,2023-08-10,Castle Shannon,PA,USA,Orb,Almost looked like a flash of lighting but most certainly was not,2023.0,"Castle Shannon, PA"
2476,2477,2023-08-10,Laurel,MD,USA,Circle,I saw 4 green dots in the sky in a plus shape moving in a circle then it zoomed away and it was too fast to be drones.,2023.0,"Laurel, MD"
2477,2478,2023-08-10,Gap,PA,USA,Changing,Glowing orb that grew brighter as it moved closer and turned into three lights on a large triangular chevron craft,2023.0,"Gap, PA"
2479,2480,2023-08-09,Whiteland,IN,USA,Triangle,A large triangle with many lights flew close overhead as I was getting into my truck,2023.0,"Whiteland, IN"
2482,2483,2023-08-09,Alhambra,CA,USA,Diamond,I saw 4 to 5 large red lights in the formation of a Diamond or square. The lights slowly glided into a triangular alignment,2023.0,"Alhambra, CA"
2484,2485,2023-08-09,Hampton,TN,USA,Disk,Found this UFO only after looking back on the video.,2023.0,"Hampton, TN"
2487,2488,2023-08-09,Irwin,PA,USA,Teardrop,"My back yard, black bird shaped object, traveled east to west, high rate of speed",2023.0,"Irwin, PA"
2489,2490,2023-08-09,Mayodan,NC,USA,Orb,Multiple orbs of light that seem to move in the same direction and then disappear in the same spot.,2023.0,"Mayodan, NC"
2490,2491,2023-08-09,Steilacoom,WA,USA,Unknown,Flash dime sized in sky lasting1 second followed by a boom then 5 min later something size of a semi.Glowing or fire submerg in water,2023.0,"Steilacoom, WA"
2491,2492,2023-08-09,Fayston,VT,USA,Fireball,Bright white light moving south to north almost at the speed of a meteor. Light then began to slow down and changed direction.,2023.0,"Fayston, VT"
2492,2493,2023-08-08,Weimar,TX,USA,Light,20 or more lights in the sky 3 ft long from the ground,2023.0,"Weimar, TX"
2495,2496,2023-08-08,Brooklet,GA,USA,Triangle,Unknown craft hovered at treetop level above myself & a friend,2023.0,"Brooklet, GA"
2496,2497,2023-08-08,Alpine,NJ,USA,Cone,"A silver colored teepee descending by the Palisades, just south of exit 2 of the Paliades parkway.",2023.0,"Alpine, NJ"
2497,2498,2023-08-08,Tampa Bay,FL,USA,Orb,Orb transparent gray,2023.0,"Tampa Bay, FL"
2498,2499,2023-08-08,Wrightsville,NC,USA,Circle,7 lights spinning clockwise insanely fast then they disappeared in a blip,2023.0,"Wrightsville, NC"
2499,2500,2023-08-08,Breckenridge,TX,USA,Formation,Fluorescent green blinking lights that moved very quickly at a high altitude with incredible speed moving south/southeast.,2023.0,"Breckenridge, TX"
2501,2502,2023-08-08,Roswell,GA,USA,Disk,My kids noticed a bright light shaped Kike a disc with a bunch of tiny lights around it jumping around the sky real fast and hovering,2023.0,"Roswell, GA"
2506,2507,2023-08-07,Madisonville,TN,USA,Changing,A small spot was observed on the sun when I downloaded the file into my computer.,2023.0,"Madisonville, TN"
2507,2508,2023-08-07,Van nuys,CA,USA,Light,A bright starlike object that had a reddish white after burner tail was shooting above van nuys then stopped. Then did a free fall,2023.0,"Van nuys, CA"
2508,2509,2023-08-07,Pilot Point,TX,USA,Circle,"Perfectly circular black orb, in northern sky",2023.0,"Pilot Point, TX"
2512,2513,2023-08-07,Pahrump,NV,USA,Rectangle,Many non twinkling white lights no tail no engine sound then lights out.,2023.0,"Pahrump, NV"
2519,2520,2023-08-06,Palm Beach Gardens,-,USA,Fireball,"When i first saw it driving; BIG bright Red and moving really fast. 1 minute late it was super far, you could see streams coming off",2023.0,"Palm Beach Gardens, -"
2521,2522,2023-08-06,Cutler Bay,FL,USA,Unknown,Long diagonal chemtrail,2023.0,"Cutler Bay, FL"
2522,2523,2023-08-06,Powhatan Point,OH,USA,Cylinder,Caught on security camera and phone.,2023.0,"Powhatan Point, OH"
2525,2526,2023-08-06,Marlboro,NJ,USA,Changing,Unkown craft 35 miles south of NYC,2023.0,"Marlboro, NJ"
2529,2530,2023-08-06,Fort Mccoy,FL,USA,Orb,Red orb,2023.0,"Fort Mccoy, FL"
2530,2531,2023-08-06,Munford,AL,USA,Cross,UFO Talladega National Forrest,2023.0,"Munford, AL"
2533,2534,2023-08-06,Fallbrook,CA,USA,Orb,"Was uncharacteristically outside late working and noticed how clear the night sky was, looked up, saw the craft and started recording",2023.0,"Fallbrook, CA"
2534,2535,2023-08-06,Rocklin,CA,USA,Orb,Glowing orb followed by a flashing light and a dim orb off center of main orb.,2023.0,"Rocklin, CA"
